Work Order,Start Date,Start Time,Duration(hrs),Contract,Type,Location,Addl Loc,Description,Status,Substatus,Project Manager,Flags,End Date,End Time,GR,Suites
110283,11/11/2019,4:00:00 PM,72,CFTDY0R,TEST,STF,,AMALGAMATED LIFE INSURANCE CO INC,ACTIVE,CONF,Ajas Abdulsalam,,11/14/2019,4:00:00 PM,GR,
110283,11/11/2019,4:00:00 PM,72,CFT0N9Q,OTHERSVC,STF,,AMALGAMATED LIFE INSURANCE CO INC,ACTIVE,CONF,Ajas Abdulsalam,,11/14/2019,4:00:00 PM,GR,
110283,11/11/2019,4:00:00 PM,72,CFTZ11Q,TEST,STF,BOS IRU,AMALGAMATED LIFE INSURANCE CO INC,ACTIVE,CONF,Ajas Abdulsalam,,11/14/2019,4:00:00 PM,GR,
110283,11/11/2019,4:00:00 PM,72,CFTZ15Q,TEST,STF,,AMALGAMATED LIFE INSURANCE CO INC,ACTIVE,CONF,Ajas Abdulsalam,EBRS,11/14/2019,4:00:00 PM,GR,FIR HEMLOCK
110283,11/13/2019,10:00:00 AM,30,CFTZ13Q,TEST,BOS,IRU STF,AMALGAMATED LIFE INSURANCE CO INC,ACTIVE,CONF,Ajas Abdulsalam,EBRS,11/14/2019,4:00:00 PM,GR,LAS
110283,11/4/2019,12:00:00 PM,20,CFTZ19Q,SETUP,STF,,AMALGAMATED LIFE INSURANCE CO INC C/SA s,CANCEL,WIP,Ajas Abdulsalam,EXP,11/5/2019,8:00:00 AM,GR,BLRM DOGWOOD GOLDENLARCH HEMLOCK
110283,11/5/2019,8:00:00 AM,60,CFTDY0R,TEST,STF,,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP,11/7/2019,8:00:00 PM,GR,
110283,11/5/2019,8:00:00 AM,60,CFTZ14Q,TEST,STF,IRU,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP EBRS,11/7/2019,8:00:00 PM,GR,BLRM DOGWOOD GOLDENLARCH
110283,11/5/2019,8:00:00 AM,60,CFTZ19Q,TEST,STF,,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP,11/7/2019,8:00:00 PM,GR,DOGWOOD HEMLOCK
110283,11/5/2019,8:00:00 AM,60,CFTZ15Q,TEST,STF,,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP EBRS,11/7/2019,8:00:00 PM,GR,FIR HEMLOCK
110283,11/5/2019,8:00:00 AM,60,CFTZ12Q,TEST,STF,,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP,11/7/2019,8:00:00 PM,GR,HEMLOCK JUNIPER
110283,11/5/2019,8:00:00 AM,60,CFTZ11Q,TEST,STF,BOS IRU,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP,11/7/2019,8:00:00 PM,GR,
110283,11/5/2019,8:00:00 AM,60,CFT0N9Q,OTHERSVC,STF,,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP,11/7/2019,8:00:00 PM,GR,
110283,11/6/2019,8:00:00 AM,36,CFTZ13Q,TEST,BOS,IRU STF,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP EBRS,11/7/2019,8:00:00 PM,GR,LAS
110283,11/18/2019,12:00:00 PM,20,CFTZ19Q,SETUP,STF,,AMALGAMATED LIFE INSURANCE CO INC C/SA s,CANCEL,WIP,Ajas Abdulsalam,EXP,11/19/2019,8:00:00 AM,GR,BLRM FIR HEMLOCK
110283,11/19/2019,8:00:00 AM,60,CFTZ11Q,TEST,STF,BOS IRU,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP,11/21/2019,8:00:00 PM,GR,
110283,11/19/2019,8:00:00 AM,60,CFTDY0R,TEST,STF,,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP,11/21/2019,8:00:00 PM,GR,
110283,11/19/2019,8:00:00 AM,60,CFT0N9Q,OTHERSVC,STF,,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP,11/21/2019,8:00:00 PM,GR,
110283,11/19/2019,8:00:00 AM,60,CFTZ14Q,TEST,STF,IRU,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP EBRS,11/21/2019,8:00:00 PM,GR,BLRM IRONWOOD NECTARINE
110283,11/19/2019,8:00:00 AM,60,CFTZ19Q,TEST,STF,,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP,11/21/2019,8:00:00 PM,GR,FIR HEMLOCK
110283,11/19/2019,8:00:00 AM,60,CFTZ15Q,TEST,STF,,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP EBRS,11/21/2019,8:00:00 PM,GR,FIR HEMLOCK
110283,11/19/2019,8:00:00 AM,60,CFTZ12Q,TEST,STF,,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP,11/21/2019,8:00:00 PM,GR,HEMLOCK JUNIPER
110283,11/20/2019,8:00:00 AM,36,CFTZ13Q,TEST,BOS,IRU STF,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,WIP,Ajas Abdulsalam,EXP EBRS,11/21/2019,8:00:00 PM,GR,LAS
110284,4/3/2019,4:00:00 PM,"2,112",INTSTF01,MAINT,STF,,NLyte POC,ACTIVE,CONF,Kristy Varga,,6/30/2019,4:00:00 PM,,
110293,3/15/2020,4:00:00 AM,32,CFTBJVP,SETUP,STF,,GERBER LIFE INSURANCE CO Shark set-up,CANCEL,CONF,Virupaksheswara Ramapragada,,3/16/2020,12:00:00 PM,,
110293,3/16/2020,12:00:00 PM,60,CFTBJVP,TEST,STF,,GERBER LIFE INSURANCE CO,CANCEL,CONF,Virupaksheswara Ramapragada,,3/19/2020,12:00:00 AM,,A
110293,3/19/2020,12:00:00 AM,24,CFTBJVP,BREAKDWN,STF,,GERBER LIFE INSURANCE CO Shark Brk dwn,CANCEL,CONF,Virupaksheswara Ramapragada,,3/20/2020,12:00:00 AM,,
110300,9/25/2019,8:00:00 AM,4,CFTLK6R,NETTEST,BLD,CHI IRU,HARBOR CAPITAL ADVISORS INC,ACTIVE,CONF,Bonda Madhusudana Rao,EXP EBRS,9/25/2019,12:00:00 PM,GR,
110300,9/25/2019,9:00:00 AM,4,CFTCXXN,NETTEST,CHI,BLD,HARBOR CAPITAL ADVISORS INC,ACTIVE,CONF,Bonda Madhusudana Rao,EXP EBRS,9/25/2019,1:00:00 PM,GR,EUS(WGR)3008 EUS(WGR)3009
110300,9/18/2019,6:00:00 AM,4,CFTLK6R,NETTEST,BLD,CHI IRU,HARBOR CAPITAL ADVISORS INC,CANCEL,WIP,Bonda Madhusudana Rao,EXP EBRS,9/18/2019,10:00:00 AM,GR,
110300,9/18/2019,7:00:00 AM,4,CFTCXXN,NETTEST,CHI,BLD,HARBOR CAPITAL ADVISORS INC,CANCEL,WIP,Bonda Madhusudana Rao,EXP EBRS,9/18/2019,11:00:00 AM,GR,EUS(WGR)3008 EUS(WGR)3009
110301,9/27/2019,5:00:00 AM,12,CFTLK6R,TEST,BLD,CHI IRU,HARBOR CAPITAL ADVISORS INC,ACTIVE,CONF,Bonda Madhusudana Rao,EXP EBRS,9/27/2019,5:00:00 PM,GR,
110301,9/27/2019,6:00:00 AM,12,CFTCXXN,TEST,CHI,BLD,HARBOR CAPITAL ADVISORS INC,ACTIVE,CONF,Bonda Madhusudana Rao,EXP EBRS,9/27/2019,6:00:00 PM,GR,EUS(WGR)3008 EUS(WGR)3009
110301,9/20/2019,5:00:00 AM,12,CFTLK6R,TEST,BLD,CHI IRU,HARBOR CAPITAL ADVISORS INC,CANCEL,WIP,Bonda Madhusudana Rao,EXP EBRS,9/20/2019,5:00:00 PM,GR,
110301,9/20/2019,6:00:00 AM,12,CFTCXXN,TEST,CHI,BLD,HARBOR CAPITAL ADVISORS INC,CANCEL,WIP,Bonda Madhusudana Rao,EXP EBRS,9/20/2019,6:00:00 PM,GR,EUS(WGR)3008 EUS(WGR)3009
110306,8/22/2019,12:00:00 AM,32,CFTDFJS,SETUP,STF,,IGA WWD DASD set-up,ACTIVE,CONF,Noor Mohammed,,8/23/2019,8:00:00 AM,GR,
110306,8/23/2019,8:00:00 AM,72,CFTDFJS,TEST,STF,,IGA WWD,ACTIVE,CONF,Noor Mohammed,,8/26/2019,8:00:00 AM,GR,D
110306,8/23/2019,8:00:00 AM,72,CFT2J5M,TEST,STF,,IGA WWD,ACTIVE,CONF,Noor Mohammed,EBRS,8/26/2019,8:00:00 AM,GR,NECTARINE
110306,8/26/2019,8:00:00 AM,24,CFTDFJS,BREAKDWN,STF,,IGA WWD Dasd break down,ACTIVE,CONF,Noor Mohammed,,8/27/2019,8:00:00 AM,GR,
110306,7/23/2019,12:00:00 AM,32,CFTDFJS,SETUP,STF,,IGA WWD DASD set-up,CANCEL,PEND,Noor Mohammed,,7/24/2019,8:00:00 AM,GR,
110306,7/24/2019,8:00:00 AM,72,CFT2J5M,TEST,STF,,IGA WWD,CANCEL,PEND,Noor Mohammed,EBRS,7/27/2019,8:00:00 AM,GR,CHESTNUT
110306,7/24/2019,8:00:00 AM,72,CFTDFJS,TEST,STF,,IGA WWD,CANCEL,PEND,Noor Mohammed,,7/27/2019,8:00:00 AM,GR,C
110306,7/27/2019,8:00:00 AM,24,CFTDFJS,BREAKDWN,STF,,IGA WWD Dasd break down,CANCEL,PEND,Noor Mohammed,,7/28/2019,8:00:00 AM,GR,
110307,8/19/2019,12:00:00 AM,8,CFTDFKS,SETUP,STF,,IGA N IBM CREDIT LLC LPAR SETUP,ACTIVE,CONF,Daljeet Singh,,8/19/2019,8:00:00 AM,GR,BIRCH
110307,8/19/2019,8:00:00 AM,120,CFTDFKS,TEST,STF,,IGA N IBM CREDIT LLC,ACTIVE,CONF,Daljeet Singh,,8/24/2019,8:00:00 AM,GR,BIRCH
110307,8/24/2019,8:00:00 AM,8,CFTDFKS,BREAKDWN,STF,,IGA N IBM CREDIT LLC LPAR breakdown,ACTIVE,CONF,Daljeet Singh,,8/24/2019,4:00:00 PM,GR,BIRCH
110315,5/17/2019,4:00:00 PM,16,CFT8ALK,SETUP,STF,,STATE BANK OF INDIA VDI set-up,CANCEL,PEND,Daljeet Singh,,5/18/2019,8:00:00 AM,,VENUS
110315,5/18/2019,8:00:00 AM,8,CFT8ALK,TEST,STF,IRU,STATE BANK OF INDIA,CANCEL,PEND,Daljeet Singh,EBRS,5/18/2019,4:00:00 PM,,VENUS
110320,6/26/2019,8:00:00 AM,12,1088Q,TEST,STF,IRU,OVERSEA-CHINESE BANKING CORP LTD,ACTIVE,CONF,Ajas Abdulsalam,EBRS,6/26/2019,8:00:00 PM,GR,ELM
110321,10/25/2019,8:00:00 AM,12,1088Q,TEST,STF,IRU,OVERSEA-CHINESE BANKING CORP LTD,ACTIVE,CONF,Ajas Abdulsalam,EBRS,10/25/2019,8:00:00 PM,GR,ELM
110321,10/18/2019,8:00:00 AM,12,1088Q,TEST,STF,IRU,OVERSEA-CHINESE BANKING CORP LTD,CANCEL,PEND,Ajas Abdulsalam,EBRS,10/18/2019,8:00:00 PM,GR,ELM
110321,11/8/2019,10:00:00 AM,8,1088Q,TEST,STF,IRU,OVERSEA-CHINESE BANKING CORP LTD,CANCEL,WIP,Ajas Abdulsalam,EBRS,11/8/2019,6:00:00 PM,GR,ELM
110321,11/12/2019,8:00:00 AM,12,1088Q,TEST,STF,IRU,OVERSEA-CHINESE BANKING CORP LTD,CANCEL,WIP,Ajas Abdulsalam,EBRS,11/12/2019,8:00:00 PM,GR,ELM
110325,11/11/2019,7:00:00 AM,48,P55301,TEST,BLD,,DO IT BEST CORP,ACTIVE,CONF,Udaya Rajanna,,11/13/2019,7:00:00 AM,GR,BRECKENRIDGE OFFICE-229
110325,11/11/2019,7:00:00 AM,48,CFTKB8E,TEST,BLD,,DO IT BEST CORP,ACTIVE,CONF,Udaya Rajanna,,11/13/2019,7:00:00 AM,GR,BRECKENRIDGE
110331,10/7/2019,8:00:00 AM,72,CFTFZWC,TEST,BLD,,CADENCE DESIGN SYSTEMS INC,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,EBRS,10/10/2019,8:00:00 AM,GR,BRECKENRIDGE
110331,10/7/2019,8:00:00 AM,72,CFTFZVC,RRTEST,BLD,,CADENCE DESIGN SYSTEMS INC,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,10/10/2019,8:00:00 AM,GR,
110332,7/27/2019,8:00:00 AM,8,CFT60MF,TEST,ATL,IRU RTP STF,ATLANTA CAPITAL MANAGEMENT INC,ACTIVE,CONF,JATINDRA DASH,EBRS ACD,7/27/2019,4:00:00 PM,GR,B15-23
110333,8/17/2019,8:00:00 AM,8,CFT60MF,TEST,ATL,IRU RTP STF,ATLANTA CAPITAL MANAGEMENT INC,ACTIVE,CONF,JATINDRA DASH,EBRS ACD,8/17/2019,4:00:00 PM,GR,B15-23
110353,10/9/2019,1:00:00 PM,4,CFTVMCL,NETTEST,STF,BLD IRU,IGA W ROCHESTER MN,ACTIVE,CONF,Daljeet Singh,,10/9/2019,5:00:00 PM,GR,
110364,7/15/2019,8:00:00 AM,4,CFTT8CR,NETTEST,BLD,,COGNIZANT TECHNOLOGY SOLUTIONS US,ACTIVE,CONF,JATINDRA DASH,EBRS,7/15/2019,12:00:00 PM,GR,OFFICE-231 STEAMBOAT
110364,7/1/2019,8:00:00 AM,4,CFTT8CR,NETTEST,BLD,,COGNIZANT TECHNOLOGY SOLUTIONS US,CANCEL,WIP,JATINDRA DASH,EBRS,7/1/2019,12:00:00 PM,GR,OFFICE-231 STEAMBOAT
110365,8/13/2019,8:00:00 AM,96,2J26516,TEST,BLD,,IGS IBM SOFTWARE GROUP DSW SAP,ACTIVE,CONF,Noor Mohammed,,8/17/2019,8:00:00 AM,GR,ELDORA
110365,8/13/2019,8:00:00 AM,96,CFTK6YK,TEST,BLD,,IGA GENERAL LEDGER,ACTIVE,CONF,Noor Mohammed,XSITE,8/17/2019,8:00:00 AM,GR,ELDORA
110381,8/24/2019,1:00:00 PM,24,CFTBL6Q,SETUP,STF,,BANCO ITAU EUROPA SA VDI set-up,ACTIVE,CONF,Bonda Madhusudana Rao,XSITE,8/25/2019,1:00:00 PM,GR,BLRM BOWLINGALLEY JUNIPER
110381,8/25/2019,1:00:00 PM,4,CFTBL6Q,NETTEST,STF,ATL IRU RTP,BANCO ITAU EUROPA SA,ACTIVE,CONF,Bonda Madhusudana Rao,XSITE EBRS,8/25/2019,5:00:00 PM,GR,BLRM BOWLINGALLEY JUNIPER
110381,7/27/2019,1:00:00 PM,4,CFTBL6Q,NETTEST,STF,IRU RTP,BANCO ITAU EUROPA SA,CANCEL,PEND,Bonda Madhusudana Rao,XSITE EBRS,7/27/2019,5:00:00 PM,GR,BLRM BOWLINGALLEY JUNIPER
110381,8/10/2019,1:00:00 PM,24,CFTBL6Q,SETUP,STF,,BANCO ITAU EUROPA SA VDI set-up,CANCEL,PEND,Bonda Madhusudana Rao,XSITE,8/11/2019,1:00:00 PM,GR,BLRM BOWLINGALLEY JUNIPER
110381,8/11/2019,1:00:00 PM,4,CFTBL6Q,NETTEST,STF,IRU RTP,BANCO ITAU EUROPA SA,CANCEL,PEND,Bonda Madhusudana Rao,XSITE EBRS,8/11/2019,5:00:00 PM,GR,BLRM BOWLINGALLEY JUNIPER
110381,8/24/2019,1:00:00 PM,24,CFTBL6Q,SETUP,STF,,BANCO ITAU EUROPA SA VDI set-up,CANCEL,CONF,Bonda Madhusudana Rao,XSITE,8/25/2019,1:00:00 PM,GR,BLRM BOWLINGALLEY JUNIPER
110381,8/25/2019,1:00:00 PM,4,CFTBL6Q,NETTEST,STF,ATL IRU RTP,BANCO ITAU EUROPA SA,CANCEL,CONF,Bonda Madhusudana Rao,XSITE EBRS,8/25/2019,5:00:00 PM,GR,BLRM BOWLINGALLEY JUNIPER
110382,8/25/2019,12:00:00 PM,21,CFTBL6Q,SETUP,STF,,BANCO ITAU EUROPA SA VDI set-up,ACTIVE,CONF,Bonda Madhusudana Rao,XSITE,8/26/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY JUNIPER
110382,8/26/2019,9:00:00 AM,24,CFTBL6Q,TEST,STF,ATL IRU RTP,BANCO ITAU EUROPA SA,ACTIVE,CONF,Bonda Madhusudana Rao,XSITE EBRS,8/27/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY JUNIPER
110382,8/11/2019,12:00:00 PM,21,CFTBL6Q,SETUP,STF,,BANCO ITAU EUROPA SA VDI set-up,CANCEL,PEND,Bonda Madhusudana Rao,XSITE,8/12/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY JUNIPER
110382,8/12/2019,9:00:00 AM,24,CFTBL6Q,TEST,STF,IRU RTP,BANCO ITAU EUROPA SA,CANCEL,PEND,Bonda Madhusudana Rao,XSITE EBRS,8/13/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY JUNIPER
110382,8/25/2019,12:00:00 PM,21,CFTBL6Q,SETUP,STF,,BANCO ITAU EUROPA SA VDI set-up,CANCEL,CONF,Bonda Madhusudana Rao,XSITE,8/26/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY JUNIPER
110382,8/26/2019,9:00:00 AM,24,CFTBL6Q,TEST,STF,ATL IRU RTP,BANCO ITAU EUROPA SA,CANCEL,CONF,Bonda Madhusudana Rao,XSITE EBRS,8/27/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY JUNIPER
110382,8/26/2019,9:00:00 AM,24,CFTBL6Q,TEST,STF,ATL RTP,BANCO ITAU EUROPA SA,CANCEL,PEND,Bonda Madhusudana Rao,XSITE,8/27/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY
110387,11/7/2019,8:00:00 AM,36,8333Q,TEST,BLD,,DIXIELINE LUMBER CO,ACTIVE,CONF,Ajas Abdulsalam,EBRS,11/8/2019,8:00:00 PM,GR,ASPEN
110396,7/10/2019,8:00:00 AM,8,CFTY4CM,TEST,STF,,ASCO VALVE INC,ACTIVE,CONF,Virupaksheswara Ramapragada,EBRS,7/10/2019,4:00:00 PM,GR,
110396,7/10/2019,8:00:00 AM,8,CFTPA6M,TEST,STF,IRU,ASCO VALVE INC,ACTIVE,CONF,Virupaksheswara Ramapragada,,7/10/2019,4:00:00 PM,GR,LINDEN
110414,10/29/2019,8:00:00 AM,8,CFTM8WF,TEST,CHI,IRU STF,EDWARD DON & CO,ACTIVE,CONF,Virupaksheswara Ramapragada,EBRS ACD,10/29/2019,4:00:00 PM,GR,EUS(WGR)3008 EUS(WGR)3009
110419,10/29/2019,12:00:00 AM,48,CFT1D8R,TEST,RTP,,IGA S MPI/HSI,ACTIVE,CONF,Noor Mohammed,,10/31/2019,12:00:00 AM,GR,CHIMNEY_ROCK
110420,10/23/2019,11:00:00 PM,32,CFTDFFS,SETUP,STF,,RESIDEO TECHNOLOGIES INC dasd setup-,ACTIVE,CONF,Udaya Rajanna,,10/25/2019,7:00:00 AM,,
110420,10/25/2019,7:00:00 AM,12,CFTDFFS,TEST,STF,,RESIDEO TECHNOLOGIES INC,ACTIVE,CONF,Udaya Rajanna,,10/25/2019,7:00:00 PM,,A
110420,10/25/2019,7:00:00 PM,24,CFTDFFS,BREAKDWN,STF,,RESIDEO TECHNOLOGIES INC dasd brkdwn-,ACTIVE,CONF,Udaya Rajanna,,10/26/2019,7:00:00 PM,,
110429,10/20/2019,11:00:00 AM,21,CFTBL6Q,SETUP,STF,,BANCO ITAU EUROPA SA VDI set-up,ACTIVE,CONF,Bonda Madhusudana Rao,XSITE,10/21/2019,8:00:00 AM,GR,BLRM BOWLINGALLEY PINE
110429,10/21/2019,8:00:00 AM,4,CFTBL6Q,NETTEST,STF,IRU RTP,BANCO ITAU EUROPA SA,ACTIVE,CONF,Bonda Madhusudana Rao,XSITE EBRS,10/21/2019,12:00:00 PM,GR,BLRM BOWLINGALLEY PINE
110429,9/29/2019,3:00:00 AM,21,CFTBL6Q,SETUP,STF,,BANCO ITAU EUROPA SA VDI set-up,CANCEL,WIP,Bonda Madhusudana Rao,XSITE,9/30/2019,12:00:00 AM,GR,BLRM BOWLINGALLEY NECTARINE
110429,9/30/2019,12:00:00 AM,4,CFTBL6Q,NETTEST,STF,IRU RTP,BANCO ITAU EUROPA SA,CANCEL,WIP,Bonda Madhusudana Rao,XSITE EBRS,9/30/2019,4:00:00 AM,GR,BLRM BOWLINGALLEY NECTARINE
110429,10/14/2019,12:00:00 AM,4,CFTBL6Q,NETTEST,STF,IRU RTP,BANCO ITAU EUROPA SA,CANCEL,WIP,Bonda Madhusudana Rao,XSITE EBRS,10/14/2019,4:00:00 AM,GR,BLRM BOWLINGALLEY JUNIPER
110430,10/21/2019,12:00:00 PM,21,CFTBL6Q,SETUP,STF,,BANCO ITAU EUROPA SA VDI set-up,ACTIVE,CONF,Bonda Madhusudana Rao,XSITE,10/22/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY PINE
110430,10/22/2019,9:00:00 AM,24,CFTBL6Q,TEST,STF,IRU RTP,BANCO ITAU EUROPA SA,ACTIVE,CONF,Bonda Madhusudana Rao,XSITE EBRS,10/23/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY PINE
110430,9/30/2019,12:00:00 PM,21,CFTBL6Q,SETUP,STF,,BANCO ITAU EUROPA SA VDI set-up,CANCEL,WIP,Bonda Madhusudana Rao,XSITE,10/1/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY NECTARINE
110430,10/1/2019,9:00:00 AM,24,CFTBL6Q,TEST,STF,IRU RTP,BANCO ITAU EUROPA SA,CANCEL,WIP,Bonda Madhusudana Rao,XSITE EBRS,10/2/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY NECTARINE
110430,10/14/2019,12:00:00 PM,21,CFTBL6Q,SETUP,STF,,BANCO ITAU EUROPA SA VDI set-up,CANCEL,WIP,Bonda Madhusudana Rao,XSITE,10/15/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY JUNIPER
110430,10/15/2019,9:00:00 AM,24,CFTBL6Q,TEST,STF,IRU RTP,BANCO ITAU EUROPA SA,CANCEL,WIP,Bonda Madhusudana Rao,XSITE EBRS,10/16/2019,9:00:00 AM,GR,BLRM BOWLINGALLEY JUNIPER
