Work Order,Start Date,Start Time,Duration(hrs),Contract,Type,Location,Addl Loc,Description,Status,Substatus,Project Manager,Flags,End Date,End Time,GR,Suites
110454,8/21/2019,8:00:00 AM,4,CFTX8ZD,NETTEST,BLD,IRU,DOLE FOOD CO INC,ACTIVE,CONF,JATINDRA DASH,EBRS,8/21/2019,12:00:00 PM,GR,
110454,8/19/2019,8:00:00 AM,4,CFTX8ZD,NETTEST,BLD,IRU,DOLE FOOD CO INC,CANCEL,CONF,JATINDRA DASH,EBRS,8/19/2019,12:00:00 PM,GR,
110454,8/19/2019,9:00:00 AM,4,CFTYAND,NETTEST,BLD,,DOLE FOOD CO INC,CANCEL,CONF,JATINDRA DASH,,8/19/2019,1:00:00 PM,GR,VAIL
110456,10/18/2019,9:00:00 AM,4,CFTX8ZD,NETTEST,BLD,IRU,DOLE FOOD CO INC,ACTIVE,CONF,JATINDRA DASH,EBRS,10/18/2019,1:00:00 PM,GR,
110456,10/18/2019,9:00:00 AM,4,CFTYAND,NETTEST,BLD,,DOLE FOOD CO INC,ACTIVE,CONF,JATINDRA DASH,,10/18/2019,1:00:00 PM,GR,VAIL
110458,9/9/2019,8:00:00 AM,8,CFTD0KS,NETTEST,RTP,DAL IRU,PEPSICO INC,CANCEL,PEND,Ajas Abdulsalam,EBRS,9/9/2019,4:00:00 PM,,PAMLICO_SOUND
110472,9/15/2019,8:00:00 AM,24,CFTXPCC,SETUP,STF,,DELTA FAUCET C/S set-up,CANCEL,PEND,JATINDRA DASH,,9/16/2019,8:00:00 AM,GR,ELM
110472,9/16/2019,8:00:00 AM,48,CFTXN2C,TEST,STF,,DELTA FAUCET,CANCEL,PEND,JATINDRA DASH,EBRS,9/18/2019,8:00:00 AM,GR,
110472,9/16/2019,8:00:00 AM,48,CFTXN8C,TEST,STF,,DELTA FAUCET,CANCEL,PEND,JATINDRA DASH,,9/18/2019,8:00:00 AM,GR,ELM
110472,9/16/2019,8:00:00 AM,48,CFTXP7C,TEST,STF,,DELTA FAUCET,CANCEL,PEND,JATINDRA DASH,,9/18/2019,8:00:00 AM,GR,ELM
110472,9/16/2019,8:00:00 AM,48,CFTXN9C,TEST,STF,,DELTA FAUCET,CANCEL,PEND,JATINDRA DASH,,9/18/2019,8:00:00 AM,GR,ELM
110472,9/16/2019,8:00:00 AM,48,CFTXPCC,TEST,STF,,DELTA FAUCET,CANCEL,PEND,JATINDRA DASH,,9/18/2019,8:00:00 AM,GR,ELM
110472,9/22/2019,8:00:00 AM,24,CFTXPCC,SETUP,STF,,DELTA FAUCET C/S set-up,CANCEL,WIP,JATINDRA DASH,,9/23/2019,8:00:00 AM,GR,ELM
110472,9/23/2019,8:00:00 AM,48,CFTXPCC,TEST,STF,,DELTA FAUCET,CANCEL,WIP,JATINDRA DASH,,9/25/2019,8:00:00 AM,GR,ELM
110472,9/23/2019,8:00:00 AM,48,CFTXN9C,TEST,STF,,DELTA FAUCET,CANCEL,WIP,JATINDRA DASH,,9/25/2019,8:00:00 AM,GR,ELM
110472,9/23/2019,8:00:00 AM,48,CFTXN8C,TEST,STF,,DELTA FAUCET,CANCEL,WIP,JATINDRA DASH,,9/25/2019,8:00:00 AM,GR,ELM
110472,9/23/2019,8:00:00 AM,48,CFTXP7C,TEST,STF,,DELTA FAUCET,CANCEL,WIP,JATINDRA DASH,,9/25/2019,8:00:00 AM,GR,ELM
110472,9/23/2019,8:00:00 AM,48,CFTXN2C,TEST,STF,,DELTA FAUCET,CANCEL,WIP,JATINDRA DASH,EBRS,9/25/2019,8:00:00 AM,GR,
110472,11/4/2019,8:00:00 AM,24,CFTXPCC,SETUP,STF,,DELTA FAUCET C/S set-up,CANCEL,CONF,JATINDRA DASH,,11/5/2019,8:00:00 AM,GR,ELM
110472,11/5/2019,8:00:00 AM,48,CFTXN2C,TEST,STF,,DELTA FAUCET,CANCEL,CONF,JATINDRA DASH,EBRS,11/7/2019,8:00:00 AM,GR,
110472,11/5/2019,8:00:00 AM,48,CFTXPCC,TEST,STF,,DELTA FAUCET,CANCEL,CONF,JATINDRA DASH,,11/7/2019,8:00:00 AM,GR,ELM
110472,11/5/2019,8:00:00 AM,48,CFTXN9C,TEST,STF,,DELTA FAUCET,CANCEL,CONF,JATINDRA DASH,,11/7/2019,8:00:00 AM,GR,ELM
110472,11/5/2019,8:00:00 AM,48,CFTXN8C,TEST,STF,,DELTA FAUCET,CANCEL,CONF,JATINDRA DASH,,11/7/2019,8:00:00 AM,GR,ELM
110472,11/5/2019,8:00:00 AM,48,CFTXP7C,TEST,STF,,DELTA FAUCET,CANCEL,CONF,JATINDRA DASH,,11/7/2019,8:00:00 AM,GR,ELM
110476,10/15/2019,12:00:00 AM,72,CFTDB8S,TEST,BLD,,CALIFORNIA STEEL INDUSTRIES INC,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,EBRS,10/18/2019,12:00:00 AM,GR,ASPEN
110476,10/15/2019,12:00:00 AM,72,CFTDB8S,TEST,BLD,,CALIFORNIA STEEL INDUSTRIES INC,CANCEL,CONF,ASHOK P KRISHNA MURTHY,,10/18/2019,12:00:00 AM,GR,ASPEN
110498,11/18/2019,8:00:00 AM,58,INTSTF01,MAINT,STF,,NIM Server to new SVC,ACTIVE,CONF,Kristy Varga,,11/20/2019,6:00:00 PM,,
110501,8/29/2019,9:00:00 AM,72,CFTZ50I,EOCPLAN,RTP,IRU,EOCPLAN MIAMI-DADE COUNTY,CANCEL,WIP,Kristy Varga,EBRS,9/1/2019,9:00:00 AM,,CAPE_FEAR
110503,8/29/2019,8:00:00 PM,72,CFTKN7N,EOCPLAN,RTP,,EOCPLAN THE BREAKERS PALM BEACH INC,ACTIVE,WIP,Kristy Varga,,9/1/2019,8:00:00 PM,,OCRACOKE_ISLAND
110503,8/29/2019,8:00:00 PM,72,CFTT72Q,EOCPLAN,RTP,,EOCPLAN THE BREAKERS PALM BEACH INC,ACTIVE,WIP,Kristy Varga,EBRS,9/1/2019,8:00:00 PM,,
110503,8/29/2019,8:00:00 PM,72,7J20516,EOCPLAN,RTP,,EOCPLAN THE BREAKERS PALM BEACH INC,ACTIVE,WIP,Kristy Varga,,9/1/2019,8:00:00 PM,,OCRACOKE_ISLAND
110504,8/30/2019,11:00:00 AM,72,CFTT1YQ,EOCPLAN,BLD,IRU,EOCPLAN NCCI HOLDINGS INC,CANCEL,WIP,Kristy Varga,EBRS,9/2/2019,11:00:00 AM,,ELDORA
110504,8/30/2019,11:00:00 AM,72,CFTT3AQ,EOCPLAN,BLD,,EOCPLAN NCCI HOLDINGS INC,CANCEL,WIP,Kristy Varga,,9/2/2019,11:00:00 AM,,
110514,9/18/2019,2:00:00 PM,4,CFTRT9M,NETTEST,STF,,MEDSTAR HEALTH INC,ACTIVE,CONF,Muralidhar R Reddy,EBRS,9/18/2019,6:00:00 PM,GR,
110516,3/10/2020,8:00:00 AM,60,CFTK6YK,TEST,STF,,IGA GENERAL LEDGER,ACTIVE,CONF,Daljeet Singh,XSITE,3/12/2020,8:00:00 PM,GR,BIRCH
110516,3/10/2020,8:00:00 AM,60,CFTYAMC,TEST,STF,,IGA GLOBAL IMAGE,ACTIVE,CONF,Daljeet Singh,,3/12/2020,8:00:00 PM,GR,BIRCH
110516,2/18/2020,8:00:00 AM,72,CFTK6YK,TEST,STF,,IGA GENERAL LEDGER,CANCEL,CONF,Daljeet Singh,XSITE EXP,2/21/2020,8:00:00 AM,GR,MAPLE
110516,2/18/2020,8:00:00 AM,72,CFTYAMC,TEST,STF,,IGA GLOBAL IMAGE,CANCEL,CONF,Daljeet Singh,EXP,2/21/2020,8:00:00 AM,GR,MAPLE
110525,11/17/2019,5:00:00 PM,48,CFTTNGQ,TEST,BLD,,CITY OF LONG BEACH,CANCEL,CONF,Bonda Madhusudana Rao,EBRS,11/19/2019,5:00:00 PM,GR,ASPEN
110529,11/23/2019,8:00:00 AM,8,CFT8ALK,TEST,STF,IRU,STATE BANK OF INDIA,ACTIVE,CONF,Daljeet Singh,EBRS,11/23/2019,4:00:00 PM,GR,ELM VENUS
110529,11/9/2019,8:00:00 AM,8,CFT8ALK,TEST,STF,IRU,STATE BANK OF INDIA,CANCEL,PEND,Daljeet Singh,EBRS,11/9/2019,4:00:00 PM,GR,ELM
110540,12/16/2019,9:00:00 AM,60,CFTC5NS,OTHERSVC,RTP,,TRUE VALUE COMPANY LLC,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,12/18/2019,9:00:00 PM,GR,
110540,12/4/2019,9:00:00 AM,60,CFTC5NS,OTHERSVC,RTP,,TRUE VALUE COMPANY LLC,CANCEL,CONF,ASHOK P KRISHNA MURTHY,,12/6/2019,9:00:00 PM,GR,
110547,11/4/2019,8:00:00 AM,20,CFTVVGF,TEST,DAL,BLD IRU,ENLINK MIDSTREAM LLC,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,EBRS,11/5/2019,4:00:00 AM,GR,PECOS
110547,11/4/2019,8:00:00 AM,20,CFTVVHF,TEST,DAL,BLD IRU,ENLINK MIDSTREAM LLC,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,EBRS,11/5/2019,4:00:00 AM,GR,
110570,11/14/2019,9:00:00 AM,183,CFTC5NS,OTHERSVC,RTP,,TRUE VALUE COMPANY LLC,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,,11/22/2019,12:00:00 AM,GR,
110570,11/14/2019,9:00:00 AM,48,CFTC5NS,OTHERSVC,RTP,,TRUE VALUE COMPANY LLC,CANCEL,CONF,ASHOK P KRISHNA MURTHY,,11/16/2019,9:00:00 AM,GR,
110583,12/5/2019,9:00:00 AM,8,CFTD0KS,NETTEST,RTP,IRU,PEPSICO INC,ACTIVE,CONF,Ajas Abdulsalam,EBRS,12/5/2019,5:00:00 PM,GR,C137N KILL_DEVIL_HILLS
110587,3/11/2020,1:00:00 PM,4,CFTVMCL,NETTEST,STF,BLD IRU,IGA W ROCHESTER MN,CANCEL,CONF,Daljeet Singh,EXP EBRS,3/11/2020,5:00:00 PM,GR,
110595,2/24/2020,2:00:00 AM,32,CFTGFPL,SETUP,STF,,BEACON HEALTH OPTIONS INC Shark set-up,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,2/25/2020,10:00:00 AM,GR,
110595,2/25/2020,2:00:00 AM,8,CFTGFPL,SETUP,STF,,BEACON HEALTH OPTIONS INC lpar set-up,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,2/25/2020,10:00:00 AM,GR,PINE
110595,2/25/2020,8:00:00 AM,72,CFTRX2N,TEST,BLD,,BEACON HEALTH OPTIONS INC,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,2/28/2020,8:00:00 AM,GR,VAIL
110595,2/25/2020,8:00:00 AM,72,CFT90JF,TEST,BLD,IRU STF,BEACON HEALTH OPTIONS INC,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,EBRS,2/28/2020,8:00:00 AM,GR,
110595,2/25/2020,10:00:00 AM,72,CFTGFPL,TEST,STF,,BEACON HEALTH OPTIONS INC,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,2/28/2020,10:00:00 AM,GR,NECTARINE PINE
110595,2/28/2020,10:00:00 AM,8,CFTGFPL,SETUP,STF,,BEACON HEALTH OPTIONS INC lpar brk dwn,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,2/28/2020,6:00:00 PM,GR,PINE
110595,2/28/2020,10:00:00 AM,24,CFTGFPL,SETUP,STF,,BEACON HEALTH OPTIONS INC Shark brk dwn,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,2/29/2020,10:00:00 AM,GR,
110596,10/29/2019,9:00:00 AM,4,CFTVVGF,NETTEST,BLD,,ENLINK MIDSTREAM LLC,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,XSITE EBRS,10/29/2019,1:00:00 PM,GR,
110596,10/29/2019,9:00:00 AM,4,CFTVVGF,NETTEST,DAL,BLD,ENLINK MIDSTREAM LLC,CANCEL,PEND,ASHOK P KRISHNA MURTHY,EBRS,10/29/2019,1:00:00 PM,GR,
110598,3/2/2020,2:00:00 PM,32,CFTKYGC,SETUP,STF,,PORT AUTHORITY OF NEW YORK AND NEW Blade,ACTIVE,CONF,JATINDRA DASH,,3/3/2020,10:00:00 PM,GR,BIRCH
110598,3/2/2020,2:00:00 PM,32,CFTKYDC,SETUP,STF,,PORT AUTHORITY OF NEW YORK AND NEW Shark,ACTIVE,CONF,JATINDRA DASH,,3/3/2020,10:00:00 PM,GR,
110598,3/3/2020,10:00:00 PM,42,CFTT1KD,TEST,STF,,PORT AUTHORITY OF NEW YORK AND NEW,ACTIVE,CONF,JATINDRA DASH,,3/5/2020,4:00:00 PM,GR,
110598,3/3/2020,10:00:00 PM,42,CFTKYNC,TEST,STF,,PORT AUTHORITY OF NEW YORK AND NEW,ACTIVE,CONF,JATINDRA DASH,EBRS,3/5/2020,4:00:00 PM,GR,
110598,3/3/2020,10:00:00 PM,42,CFTKYGC,TEST,STF,,PORT AUTHORITY OF NEW YORK AND NEW,ACTIVE,CONF,JATINDRA DASH,,3/5/2020,4:00:00 PM,GR,BIRCH
110598,3/3/2020,10:00:00 PM,42,CFTKYFC,TEST,STF,,PORT AUTHORITY OF NEW YORK AND NEW,ACTIVE,CONF,JATINDRA DASH,,3/5/2020,4:00:00 PM,GR,BIRCH CHESTNUT
110598,3/3/2020,10:00:00 PM,42,CFTKYDC,TEST,STF,,PORT AUTHORITY OF NEW YORK AND NEW,ACTIVE,CONF,JATINDRA DASH,,3/5/2020,4:00:00 PM,GR,D
110598,3/5/2020,4:00:00 PM,24,CFTKYDC,SETUP,STF,,PORT AUTHORITY OF NEW YORK AND NEW Shark,ACTIVE,CONF,JATINDRA DASH,,3/6/2020,4:00:00 PM,GR,
110629,2/24/2020,12:00:00 AM,8,CFTDFTS,SETUP,STF,,HONEYWELL INTERNATIONAL INC LPAR SET-UP,ACTIVE,CONF,Udaya Rajanna,,2/24/2020,8:00:00 AM,GR,MAPLE
110629,2/24/2020,8:00:00 AM,72,CFTDFTS,TEST,STF,,HONEYWELL INTERNATIONAL INC,ACTIVE,CONF,Udaya Rajanna,,2/27/2020,8:00:00 AM,GR,MAPLE
110629,2/27/2020,8:00:00 AM,8,CFTDFTS,SETUP,STF,,HONEYWELL INTERNATIONAL INC LPAR brk dwn,ACTIVE,CONF,Udaya Rajanna,,2/27/2020,4:00:00 PM,GR,MAPLE
110639,11/15/2019,7:00:00 AM,12,CFT2CNF,NETTEST,COL,,BMW FINANCIAL SERVICES NA LLC,ACTIVE,CONF,Udaya Rajanna,,11/15/2019,7:00:00 PM,GR,
110646,1/13/2020,7:00:00 AM,12,INTSTF01,SITEMNT,STF,,"UPS-5A Major, Annual STS PM's",ACTIVE,WIP,Kristy Varga,,1/13/2020,7:00:00 PM,,
110659,2/14/2020,8:00:00 AM,168,M31506,TEST,STF,,IGA SSI/STF MVS1,ACTIVE,CONF,Noor Mohammed,NATIV,2/21/2020,8:00:00 AM,GR,A
110659,2/13/2020,12:00:00 AM,32,M31506,SETUP,RTP,,IGA SSI/STF MVS1 Native set up,CANCEL,CONF,Noor Mohammed,XSITE NATIV EXP,2/14/2020,8:00:00 AM,GR,CHIMNEY_ROCK
110659,2/14/2020,8:00:00 AM,168,M31506,TEST,RTP,,IGA SSI/STF MVS1,CANCEL,CONF,Noor Mohammed,XSITE NATIV EXP,2/21/2020,8:00:00 AM,GR,CHIMNEY_ROCK
110663,11/15/2019,8:00:00 AM,4,CFT0T8R,OTHERSVC,BLD,,NATIONAL INDEMNITY CO,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,11/15/2019,12:00:00 PM,GR,
110663,12/5/2019,8:00:00 AM,4,CFT690R,NETTEST,BLD,IRU,NATIONAL INDEMNITY CO,ACTIVE,CONF,MANIKANTAN NAMASIVAYAM VEERA,,12/5/2019,12:00:00 PM,GR,
110672,3/2/2020,8:00:00 AM,120,L31514,TEST,RTP,,IGA MF GLOBAL FINANCE,ACTIVE,CONF,Noor Mohammed,EXP,3/7/2020,8:00:00 AM,GR,CHIMNEY_ROCK
110692,11/20/2019,5:00:00 PM,"2,424",INTBLD01,MAINT,BLD,,VSR/UCS troubleshooting,ACTIVE,CONF,Kristy Varga,,2/29/2020,5:00:00 PM,,
110692,12/3/2019,8:00:00 AM,"2,424",INTBLD01,MAINT,BLD,,SUN T45-C repair,ACTIVE,CONF,Kristy Varga,,3/13/2020,9:00:00 AM,,
110692,12/3/2019,8:00:00 AM,"9,472",INTBLD01,MAINT,BLD,IRU,Maint events for vlan indexes,ACTIVE,CONF,Kristy Varga,,1/1/2021,12:00:00 AM,,
110722,2/3/2020,9:00:00 AM,12,CFTF0FK,NETTEST,STF,,FRIEDKIN COMPANIES INC,ACTIVE,CONF,JATINDRA DASH,EBRS,2/3/2020,9:00:00 PM,,C NECTARINE PINE
110722,2/3/2020,9:00:00 AM,6,CFTF0FK,NETTEST,STF,,FRIEDKIN COMPANIES INC,CANCEL,CONF,JATINDRA DASH,EBRS,2/3/2020,3:00:00 PM,,C NECTARINE PINE
110725,1/27/2020,6:00:00 AM,48,CFTCV8F,TEST,BLD,,CONSTELLATION BRANDS INC,ACTIVE,CONF,Bonda Madhusudana Rao,,1/29/2020,6:00:00 AM,GR,BEAVER_CREEK
110725,1/27/2020,6:00:00 AM,48,CFTC9VF,TEST,BLD,,CONSTELLATION BRANDS INC,ACTIVE,CONF,Bonda Madhusudana Rao,EBRS,1/29/2020,6:00:00 AM,GR,
110735,4/1/2020,8:00:00 AM,4,CFT1CQR,OTHERSVC,BLD,,STATE OF SOUTH DAKOTA,ACTIVE,CONF,Muralidhar R Reddy,,4/1/2020,12:00:00 PM,GR,
110735,4/1/2020,8:00:00 AM,4,3762Q,NETTEST,BLD,,STATE OF SOUTH DAKOTA,ACTIVE,CONF,Muralidhar R Reddy,EBRS,4/1/2020,12:00:00 PM,GR,BEAVER_CREEK
110754,4/9/2020,12:00:00 AM,32,CFTDFJS,SETUP,STF,,IGA WWD Shark set-up,CANCEL,CONF,Noor Mohammed,,4/10/2020,8:00:00 AM,GR,
110754,4/10/2020,8:00:00 AM,72,CFTDFJS,TEST,STF,,IGA WWD,CANCEL,CONF,Noor Mohammed,,4/13/2020,8:00:00 AM,GR,D
110754,4/10/2020,8:00:00 AM,72,CFT2J5M,TEST,STF,,IGA WWD,CANCEL,CONF,Noor Mohammed,EBRS,4/13/2020,8:00:00 AM,GR,NECTARINE
110754,4/13/2020,8:00:00 AM,24,CFTDFJS,SETUP,STF,,IGA WWD Shark brk dwn,CANCEL,CONF,Noor Mohammed,,4/14/2020,8:00:00 AM,GR,
110755,3/4/2020,8:00:00 AM,72,CFTMAXG,TEST,RTP,,IGA WWPA,ACTIVE,CONF,Noor Mohammed,,3/7/2020,8:00:00 AM,GR,CAPE_LOOKOUT
110755,3/4/2020,8:00:00 AM,72,CFTK6YK,TEST,RTP,,IGA GENERAL LEDGER,ACTIVE,CONF,Noor Mohammed,,3/7/2020,8:00:00 AM,GR,CAPE_LOOKOUT
110755,3/25/2020,8:00:00 AM,72,CFTMAXG,TEST,RTP,,IGA WWPA,CANCEL,CONF,Noor Mohammed,,3/28/2020,8:00:00 AM,GR,CAPE_LOOKOUT
110781,3/12/2020,12:00:00 PM,4,CFTZ15Q,QATEST,STF,,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,CONF,Ajas Abdulsalam,EBRS,3/12/2020,4:00:00 PM,GR,IRONWOOD
110781,3/12/2020,12:00:00 PM,4,CFTZ14Q,QATEST,STF,IRU,AMALGAMATED LIFE INSURANCE CO INC,CANCEL,CONF,Ajas Abdulsalam,EBRS,3/12/2020,4:00:00 PM,GR,IRONWOOD
110789,2/11/2020,9:00:00 AM,168,CFTDXXS,BCS,BLD,,BCS Mohawk BCS,ACTIVE,CONF,Udaya Rajanna,EBRS,2/18/2020,9:00:00 AM,,VAIL
110789,3/17/2020,9:00:00 AM,168,BCS00001,BCS,BLD,,BCS Mohawk BCS -2,CANCEL,WIP,Udaya Rajanna,EBRS,3/24/2020,9:00:00 AM,,BRECKENRIDGE
110806,2/18/2020,9:00:00 AM,4,CFTVVGF,NETTEST,BLD,IRU,ENLINK MIDSTREAM LLC,ACTIVE,CONF,ASHOK P KRISHNA MURTHY,XSITE EBRS,2/18/2020,1:00:00 PM,GR,
110833,1/29/2020,12:00:00 AM,24,INTSTF01,MAINT,STF,,Hold for Jim M...,ACTIVE,CONF,Kristy Varga,,1/30/2020,12:00:00 AM,,
110882,4/15/2020,9:00:00 AM,72,CFTDF4S,RRESTOR,STF,,MILBERG FACTORS INC,CANCEL,PEND,Ajas Abdulsalam,,4/18/2020,9:00:00 AM,,
110894,3/5/2020,5:00:00 PM,357,CFTRXCF,RECOVERY,STF,IRU,PACIFIC INVESTMENT MANAGEMENT CO,ACTIVE,CONF,Ajas Abdulsalam,EBRS ACD,3/20/2020,3:00:00 PM,GR,BLRM BOWLINGALLEY
110894,3/5/2020,5:00:00 PM,357,CFTRXBF,RECOVERY,STF,,PACIFIC INVESTMENT MANAGEMENT CO,ACTIVE,CONF,Ajas Abdulsalam,EBRS,3/20/2020,3:00:00 PM,GR,
110896,3/6/2020,12:00:00 PM,"1,324",CFTBL6Q,RECOVERY,STF,IRU,BANCO ITAU EUROPA SA,ACTIVE,PEND,Bonda Madhusudana Rao,XSITE EBRS,4/30/2020,5:00:00 PM,,FIR JUNIPER
110901,3/28/2020,8:00:00 AM,8,CFT8ALK,TEST,STF,IRU,STATE BANK OF INDIA,CANCEL,PEND,Daljeet Singh,EBRS,3/28/2020,4:00:00 PM,,HEMLOCK
110904,4/9/2020,12:00:00 AM,32,M31506,SETUP,RTP,,IGA SSI/STF MVS1 Native set-up,CANCEL,PEND,Noor Mohammed,XSITE NATIV,4/10/2020,8:00:00 AM,,NAGS_HEAD
110904,4/10/2020,8:00:00 AM,168,M31506,TEST,RTP,,IGA SSI/STF MVS1,CANCEL,PEND,Noor Mohammed,XSITE NATIV,4/17/2020,8:00:00 AM,,NAGS_HEAD
110923,3/16/2020,10:00:00 AM,437,CFTR41P,RECOVERY,STF,IRU,KOREA DEV BANK NY,ACTIVE,CONF,Virupaksheswara Ramapragada,EBRS,4/3/2020,3:00:00 PM,GR,ELM
110929,3/16/2020,8:00:00 AM,431,CFTLQTQ,RECOVERY,STF,,BANGKOK BANK LTD,ACTIVE,CONF,Virupaksheswara Ramapragada,,4/3/2020,7:00:00 AM,GR,
110929,3/18/2020,8:00:00 AM,168,CFTLQTQ,RECOVERY,STF,,BANGKOK BANK LTD,CANCEL,PEND,Virupaksheswara Ramapragada,,3/25/2020,8:00:00 AM,GR,
110933,3/19/2020,12:00:00 PM,123,CFT8ALK,RECOVERY,STF,IRU,STATE BANK OF INDIA,ACTIVE,CONF,Daljeet Singh,EBRS,3/24/2020,3:00:00 PM,GR,VENUS
89073,2/16/2020,8:00:00 AM,72,BCS00002,BCS,STF,LAN,BCRS BCS INTERNAL,CANCEL,PEND,Kristy Varga,,2/19/2020,8:00:00 AM,,
